Name,Start_Date,End_Date,Location,City,State,Zip,Details,Notes,Type,Longitude,Latitude
SoCal Early Bird #2,1/4/25 0:00,1/4/25 0:00,1790 N Dearborn Ave,Redlands,CA,92373,http://www.BikeReg.com/socaleb-2,"You are strongly encouraged to register for the clinic portion as this includes entry to the various races during the day. Older Juniors and women can choose to either do the Women/Junior event, or can race in the open races. Send an email to 
sean@gsandiamo.com
 and we will get you properly registered.","Road Race, Road Race",-117.1827445,34.0550328
Fat Bottom Girls: Introduction to Fat Biking,1/4/25 0:00,1/25/25 0:00,1790 Riverside Drive,Suamico,WI,54173,http://www.BikeReg.com/fat-bottom-girls-introduction-to-fat-biking,"Fat Bottom Girls: Introduction to Fat Biking
 
This women-only, four-session (4 weeks) program will teach participants the fundamentals of fat biking. Participants will learn:
Fat biking basics, including bike fit (saddle height, stem length…etc.), proper bike maintenance, necessary equipment (including clothing), and safety tips
Fat biking skills - how to ride on dirt, snow, ice…and everything in-between. 
Tire pressure!
Confidence building - with fellow lady fat bikers at your side, gain confidence on your bike!
Much more!
Participants must own a fat bike to participate. If you purchased your fat bike from Suamico Bike Company within the 2023-2024 time-period, your registration is FREE! If you qualify for a free entry, please select the free registration option. Otherwise, registration is $99. 
Dates:
Week 1 - Saturday, January 4th   9am
Week 2 - Wednesday, January 8th   5:30pm
Week 3 - Wednesday, January 15th   5:30pm
Week 4 - Saturday, January 25th   9am 
This program is limited to 8 participants, so register today!",Fat Bike,-88.039342,44.632044
New Year’s Cyclocross Party,1/4/25 0:00,1/4/25 0:00,720 W Monument St,Colorado Springs,CO,80904,http://www.BikeReg.com/new-years-cyclocross-party,,Cyclocross,-104.825348,38.8339578
The Excruciation Exam,1/4/25 0:00,1/4/25 0:00,537 Owl Creek Rd,Giddings,TX,78942,http://www.BikeReg.com/ee,"GPS FILES
Ride with GPS Files
 
Direct downloads
        
BCR > RHR > BCR ( tcx. file ) both transfers
   
 BCR > RHR ( tcx. file) outbound
  
 RHR > BCR ( tcx. file) return","Mountain Bike, Texas Mt Bike Racing Assoc",-96.9366112,30.1830498
RED ROCK ROUBAIX 2025,1/4/25 0:00,1/4/25 0:00,5012 E 7th St,Austin,TX,78702,http://www.BikeReg.com/red-rock-roubaix,,Special Event,-97.7436995,30.2711286
First Century,1/5/25 0:00,1/5/25 0:00,160 Broad St,Schuylerville,NY,12871,http://www.BikeReg.com/first-century,"FIRST CENTURY INFO
------------------------------
PLEASE READ THE FULL EVENT NOTES FOR ALL OF THE DETAILS AND SCROLL TO THE END FOR THE GPS/MAP LINKS.
------------------------------
LOCATION:  Schuylerville, NY
START DATE/TIME:  Sunday, January 5th, 2025 | 8:00 AM
DISTANCE/ELEVATION:  105/57/28 MILES | 3,172'/1,654'/822'
~ NO E-BIKES ~ NO PETS ~
------------------------------
Thank you for your interest in the First Century. This ride is presented by Adirondack Ultra Cycling and is part of the 
ADIRONDACK ULTRA CHALLENGE
.
This ride starts promptly at the 
ADIRONDACK ULTRA CYCLING BIKE SHOP
, located at: 160 Broad Street, Schuylerville, NY. Broad Street is the main street in Schuylerville and is also US 4, NY 29 and NY 32. The shop is located on the east side of the road, about halfway between the two traffic lights. Please arrive early enough to give yourself time to park, check in and get ready, so that we may start on time. If this ride has a time limit and/or recorded time, please note that times are recorded ""door to door,"" with all rest stops, mechanical stops, delays, etc., included in your official finish time. The official event clock begins at the advertised start time, whether or not you are actually riding, and all finishing times are recorded when a rider checks in with the official time keeper. If a rider dawdles at their car or changes or packs up before checking in, their time will reflect that, just as if you took a break in the middle of the ride.
If the weather is a little brisk, we'll meet inside the shop. If it's nice out, we'll meet in the backyard. To access the backyard, please use Beagle Lane, which is off Saratoga Street, which is off Broad Street. Please note that there is no parking in the backyard or on Beagle Lane and the shop does not have a parking lot. There is ample parking on the streets in front of and on the side of the shop, but please make sure not to use another business' parking lot, whether or not they are open, or block anyone's driveway or the street itself, as your car may be ticketed or towed if you do. For additional parking, you may also use the parking lot at Fort Hardy Park, which is at the end of Saratoga Street by the river. The shop will be open before and after the ride, in case you need anything or forgot something, and if you would like your bike serviced (or assembled if you are travelling to the start) before this ride, please 
CONTACT US
 as soon as possible to schedule your work.
We are going to use our Triple Loop route, which consists of three scenic and rolling loops along the Hudson River and through Saratoga County, with each loop returning to the shop where riders can take a break, warm up and resupply.
For more information or if you have any questions, feel free to 
CONTACT US
.
RIDE NOTES:
• Pre-registration is required for this event and same day/on-site registration will not be available.
• Motorized bicycles of any kind, including all types of e-bikes are prohibited from our events.
• Pets are prohibited from our events.
• Children under 18 must be accompanied by a parent or guardian and all children must ride their own bicycle. No children in trailers, tag-a-longs or child carriers will be allowed.
• This event is held rain or shine and riders should be prepared for any and all weather conditions. To see the current forecast from the Hudson Crossing Park weather station (~ 1 mile north of ADK Ultra), 
CLICK HERE
.
• Please arrive no later than 30 minutes before the start time to check in, get ready and have your bike inspected, so we may leave on time. If this ride has a time limit and/or recorded time, please note that the clock starts at the official start time, whether or not you are actually riding.
• All participants must arrive with a bicycle in good working condition, a certified helmet to be worn at all times while on the bike and at a minimum: a water bottle(s), spare tube(s), tire levers and an inflation device. If this ride involves night riding, all participants must meet our night riding requirements.
• This ride will be unsupported on the road but snacks, pocket food and drinks will be provided at the start, middle (if returning to the shop) and finish. Riders should expect to be self-sufficient and have the ability to follow GPS directions and/or a cue sheet and use convenience stores to resupply along the route. Emergency SAG will be available in extreme situations, but please note we do not consider a flat tire an extreme situation. If you are not sure what to bring or how to carry it on your bike, feel free to 
CONTACT US
 and/or view our 
RIDER CHECKLIST
.
For more information or if you have any questions, feel free to 
CONTACT US
.
 
MORE RIDE INFO:
   START DATE/TIME:  Sunday, January 5th, 2025 | 8:00 AM
   DISTANCE: 105/57/28 MILES
   ELEVATION GAIN: 3,172'/1,654'/822'
   START: 
ADIRONDACK ULTRA CYCLING BIKE SHOP
 | Schuylerville, NY | 
DIRECTIONS
   CHECK-IN, REGISTRATION & INSPECTION: 7:00 AM
   SUNRISE: 7:26 AM
   SUNSET: 4:34 PM
   
SCHUYLERVILLE WEATHER
    
LOOP A: 28 MILES
  
 
LOOP B: 28 MILES
  
 
LOOP C: 48 MILES","Road Race, Special Event",-73.581963,43.100231
Orange Blossom Gravel,1/11/25 0:00,1/11/25 0:00,19 E Main St,Avon Park,FL,33825,http://www.BikeReg.com/orangeblossomgravel,,Gravel,-81.5060858,27.5960827
Tour de Felasco 2025,1/11/25 0:00,1/11/25 0:00,13201 San Felasco Parkway,Alachua,FL,32615,http://www.BikeReg.com/tourdefelasco,,"Mountain Bike, Bike Tour",-82.3640109,29.675568
Mills River WBL '25,12/7/24 0:00,1/11/25 0:00,336 Banner Farm Rd,Mills River,NC,28759,http://www.BikeReg.com/mills-river-wbl,"The Mills River WBL is for anyone who likes to ride bikes in a structured group format to gain winter base miles.  
This is a unsupported, winter pace drop ride with designated ride leaders setting the pace for the group. Expected average approximately 18.5 mph. Please download the route below! 
If temps are above freezing ,10am departure (check facebook for updated start time) from Mills River Brewing on Saturdays December 7 - January 11.  Park in the field to the left of brewery.
This is a free event to support “The Tempo Project- Bikes for Kids”.  Donations are accepted and appreciated. 100% of proceeds go to support this charity thru the United Way Henderson County. 
https://thetempoproject.org/give/
In event of inclement weather, the ride status will be posted on Facebook by 8am on Saturday. 
https://www.facebook.com/tempo.cyclisme
 
12/14/24 route:
  
https://ridewithgps.com/routes/44863516",Recreational,-82.566789,35.3884479
Frozen Bizon Fatbike race/festival,1/11/25 0:00,1/11/25 0:00,"7801 54th Ave SE, Minot, ND, 58701",Minot,ND,58701,http://www.BikeReg.com/frozen-bizon-fatbike-racefestival,"Baby Bizon Fatbike race


This will be a 
1.5 hour race
 located within the tight and twisty groomed Bison Plant trail. Race Starting immediately after the Frozen Bizon 3 hour race start. 


Frozen Bizon Fatbike race


This is where it gets interesting, this will be a 
3 hour race
 on the magnificent Souris river bottom trail we call the Bison Plant with technical sections to keep spirits high and bars turning. Race starting approximately 12pm/Noon


Both races will be held on the same 4.2 mile track with the Frozen Bizon race starting first with the Baby Bizon directly following. 


A post ride meal will be provided to all participants from all categories, this will also be held at the Bison Plant trail.


Snowshoeing Bizon


This will be held on the Bison Plant Main Trail only crossing the race route in certain areas, the Bison Trail is a beautiful scenic section of the Bison Plant which covers 2.5 miles and surrounds the entire park! You will be sheltered by beautiful trees and experience the magnificent Souris River Valley! 


Registration


Pre-ride registration/check-in will begin at 10:30 AM at the Bison Plant trailhead and will close at 11:30 AM


Race Rules




Tire width MUST be at least 3.7” wide


Tire pressure MUST not exceed 8 PSI (Subject to change on raceday)


No hiking on groomed trails


Passing must be courteous


Snow shoeing is allowed against traffic but MUST yield to cyclists




All profits will go towards local trail building and maintenance


Any questions please contact Carson at Vals Cyclery at (701) 839-4817",Fat Bike,-101.296273,48.23251
Mountain Cross #1,1/11/25 0:00,1/11/25 0:00,1257 County Farm Rd,Bedford,VA,24523,http://www.BikeReg.com/mtx-1,"WHAT IS Mountain Cross / MTX?
 
The ""Mountain"" part refers to many of the same aspects that you might encounter in a mountain bike race.  There will be single track with rocks, roots, etc that will make up roughly 50% of the course. The other 50% of the course will consist of mixed surfaces such as grass paths, gravel or pavement, and double track dirt roads. 
The ""Cross"" parts refers to the style of racing and variety of terrain the race combines with added elements of mountain biking and cyclocross. There may be barriers, stairs, or other obstacles that riders will have to navigate and as always, good vibes! The races are short, intense, and loads of fun! 
We have professional chip timing to get fast and reliable results! Beginners have 30 minutes to do as many laps as they can while the sport have 45 minutes and the experts have 60 minutes. We hold the tradition of letting people go out for the bonus lap if they make it in the timing zone before the clock hits 0! The winner is the person who does the most laps in the least amount of time. 
Timing is being handled by Jeremy Ramsey with MMG Endurance Sports! 
He host's some great cycling events like the Buffalo River Gran Fondo, the Wormhole, SOTR, and other races so be sure to check them out and support! 
https://www.mmgendurancesports.com/
This race embodies the Norwegian proverb that says, ""There is no bad weather, only poor clothing choice."" 
WE RACE ANY WEATHER! 
That's what makes Mountain Cross what it is! The course is highly dependent of weather conditions but are sure to be fun for all ages and skill levels! Laps are around 2 miles long. 
Itinerary: 
Check In starts at 10:00am and runs until 20 minutes before each race. 
 Pre-Race announcements are 10-15 minutes before your race starts.  
Course is open to preride anytime before 11am.
11:00 am - 30 Minute Beginner Race Start 
12:00pm - 45 Minute Sport Race Start
1:30pm - 60 Minute Expert Race Start
Food:
 We've got hot chocolate, pizza, and big smiles waiting at the finish line! (let me know if you are dairy/gluten free and we will try to accommodate) 
Awards: 
Every racer will get a free t-shirt at pick up (first come and quantities limited). Top three places will get gift cards/merch/or local honey. Categories will be combined if there are not 3 racers in a category but each category will be recognized for podiums. 
Bike Choice: 
Any bike is welcomed though we recommend a hardtail mountain bike! Monstercross bikes work as will a cross/gravel bike with larger tire (40c+).
Post race Food/Awards: 
In the cafeteria in the Parks and Rec Building when at Falling Creek and at the Fire/EMS station when at New London!
DISCOUNTS & COUPONS: 
Contact us for special coupon codes!
Veterans/EMS
VAHS/NICA Racers
First Ever MTB Race
Teams/Family of 3+ Riders
Refunds allowed until 7 days prior to event, vouchers only after that time.
These are great training races if you have your eye on some other races coming in the Spring/Summer like the Underground Series or VAHS/NICA . Our friends at RVA Racing know what's up when it comes to bike racing and we are so stoked to be partnering with their Underground, commonwealth cup, gravel grinder, and XCM series! 
Learn More Here: 
https://rvaracingevents.com/events
 
Our Sponsors: 
Bedford Outdoor Adventures: 
https://www.facebook.com/profile.php?id=100090917237504
Bedford County Parks and Recreation:
 
https://parks.bedfordcountyva.gov/parks-facilities/parks
Centra Health:
 
https://www.centrahealth.com/
Destination Bedford:
 
Check out
 
https://destinationbedfordva.com/
 for great places to eat and explore while you stay with us in Bedford County! They are a great resource and you can stop by the welcome center for pamphlets and other information located at 
816 Burks Hill Road, Bedford, VA 24523 at the intersection of Route 460 and Route 122.
Trek Bicycle Roanoke
: 
https://www.facebook.com/TrekBicycleRoanokeVA
Cardinal Bicycle: 
https://www.cardinalbicycle.com/
Bikes Unlimited: 
https://www.bikesunlimited.com/
Just the Right Gear: 
https://www.justtherightgear.com/","Mountain Bike, Cyclocross",-79.5399003,37.3123905
Fatty Cross,1/12/25 0:00,1/12/25 0:00,26 Quarry Hill Rd,Haddam Neck,CT,6424,http://www.BikeReg.com/fatty-cross-2025-1,"AirLine Cycles is proud to bring you the Fatty Cross Race Series!
Rated 4.5/5 stars on the Reuter Scale
Please step away from your trainers, exit Wattopia, put on your long johns, and come race bikes and see friends IRL! 
BE SURE TO PREREGISTER SO WE KNOW HOW MUCH FOOD TO GET
Registration is open through the event, but if you show up day of, we will heckle you extra for not registering early.
So what the heck is Fatty Cross? 
The Fatty Cross Race Series is a three-event winter adventure race series held at the Haddam Neck Fairgrounds.  The timed races will be held on a cyclocross-style course, with A, B, and junior race categories, followed by a fat-bikes only race at the end of the day.  Weather happens, and these races will be rain or shine or snow, so choose your bike and clothing carefully!
Our intent is to host a FUN event to bridge the downtime between CX and MTB seasons, get people off their trainers, and hopefully have people show up at the 10AM start of the day and stay through the end, yet still be back in the cars headed home by 2PM.  We'll have warming tents, hot beverages available, a big honking bonfire, and a fun course where hand-ups and malarkey are welcomed. We are drawing heavily upon all the favorite races in New England, and aiming to have that sort of bike party… thanks to the fine folks behind Ice Weasels, Secret Squirrel, and other great local races for the ideas and inspiration!
 
In the spirit of keeping things local, we are psyched to be sponsored by Massachusetts-based Endurance Threads for all the prizes!  Endurance Threads will also be on hand to sell some merch as well, and we'll scrounge up some other great LOCAL prizes to reward your efforts.  
 
RACE DETAILS
Bring yourself, your CX rig or mountain bike (no bar ends!), a FAT BIKE, and - of course - bring lots of friends to heckle you. We'll provide a great course, solid competition, fabulous prizes, bumpin' tunes, and (most of all) good times! See you there!
  
Just a couple of things to note about the event:
1.   Please register in advance. We need to know how many port-o-potties to rent, how much food to bring, etc, and last minute registrations really make life hard for promoters… and if you're one of those “wait until the last possible second to register…and then complain about not enough port-o-potties” folks, please give that some careful reflection.   With that said, if you need to cancel your registration because of illness, family situation, etc, please just reach out and we'll be happy to move your registration to another event or provide a refund.   
2.  Hand-ups are allowed and encouraged.  (don't know what a hand-up is?  click here: 
https://velorosacycling.com/blogs/news/the-art-of-the-handup
)
3.  Pre-riding the course will be allowed in between the races, but the course will not be accessible in the days before the event.  Pre-riding during the active racing will NOT be allowed.   
4.  This is a lower cost, unsanctioned race.  Adjust your expectations accordingly. This event is all about winter fun on bikes!  Yes, our prices went up from last year, but due to unpredictability of weather and registration, and the fact that we provide a ton of food each week, we thought this made sense.  We aren't trying to make money off of this, so if in Week 3, we have a surplus, we'll pass it on to the community via cheap/free reg for some categories, prizes, or additional food.  We'd rather be able to pay the plow guy than have to cancel a race if we get some snow.
5.  Podiums in the A, B, Fat Bike, and Junior races will have separate podiums for men and women.
6.  Individual races: $35 adults, $30 juniors.  Series pass: $90 adults, $75 juniors 
Race in a second category for only $10 (Additional Series Pass: $25) 
(if you should be an A, please don't sandbag and race in the B's or we will heckle you mercilessly and make you race on a klunker)
7
. 
Race dates: January 12, January 26, and February 9th
If weather is dangerous, we will choose an alternate date. 
8.  Non-binary athletes are warmly welcomed.  If you love to ride and race bikes, that's all we need to know, and we'd love to have you take part in our race. If you have ideas, suggestions, or requests, please reach out to brian@airlinecycles.com.  You are welcome and we'd love to have you at this event and all Stage 1/AirLine Cycles events. 
9.  Juniors wanting to race in the fat bike race can use the code JRFATBIKE (JRFATBIKESERIES if you want to race the whole series) to lower the cost to match the junior race.  If you are not a junior and use the code, we reserve the right to kick you out of the race, keep your money, and tell you not to be a big meanie.  Juniors wishing to race in the B race will not be allowed to start any further forward than the 3rd row.
10.  Interested in volunteering or sponsoring FattyCross or have ideas as to how we can make it better.  Let us know via email!
 
 
 
Special thanks to Timber Works Tree Service LLC for helping with site clearing and plowing!  
For tree work, brush-hogging, stump grinding, snow-plowing, or other site work, give Cory a call at 
203-537-9003, email 
timbertreesct@gmail.com,
 or visit 
https://timberworkstreeservice.com
 
 
Frequently asked questions
1. Is it going to snow? 
Yes.
2. Why are you doing this? 
We like racing bikes.  We like seeing bike racers smile.  We're trying to stave off seasonal depression.
3. Will there be mud? 
 See question 1.
4. Which bike should I bring? 
There will be some grass, some trail, some obstacles.  Probably a CX or Hardtail MTB, but you do you.  Its definitely going to be a short-track-ish event with plenty of spectator friendly spots, lap times shorter than 4 minutes, etc.
STAGE 1 CYCLING, INC.
""The Belltown Original""
Est. 1987
06424
 
 
INCLUSIVITY POLICY: 
Fatty Cross is an inclusive race environment that is safe and welcoming to all participants, regardless of sex, sexual orientation, gender identity, age, race, religion, disability, or ethnic origin. Athletes are allowed to compete in the gender category that they identify as. Non-Binary athletes are welcome to compete in the Non-Binary category or any of the Men and Women categories. 
We strive to create an atmosphere that makes all feel welcome. From Pros to first-time racers, from staff to spectators, we will not accept behavior that is deemed to be bullying or any form of harassment and violators will be asked to leave.  
At any point, if you feel uncomfortable or unsafe or see behavior that seems to be making someone else uncomfortable, please speak to an official or staff member.","Cyclocross, Mountain Bike",-72.5150341,41.5116866
Garrett County Fat Bike - Lions Club,1/12/25 0:00,1/12/25 0:00, 1249 Bumble Bee Rd,McHenry ,MD,21541,http://www.BikeReg.com/lions-club-mchenry,"RACE START TIME:     10am
RACE ADDRESS: Deep Creek Lions Club Pavilion
1249 Bumble Bee Rd, McHenry, MD 21541
 
_________________________________________________________________________________
 
New for the 2024-2025 season: the Highlands Fat Bike Series! Link together 5 really fun events and a bunch of rides for a great season of fat biking stoke! This is about pumping up fat biking and not just about racing, so come visit us and take advantage of riding on groomed trails. Updates this year include a new venue at Sweetwater Farm Trail Center, simplifying to racing just XC length races, all sunday events, and no team relay. For more detailed information visit 
www.highlandsfatbikeseries.com
 
 
Season Schedule
 
Race Location
Deep Creek Lions Club and the Meshach Browning Trails
1249 Bumble Bee Rd, McHenry, MD 21541
 
Course Description
This is a fun race for all skill levels.. BEGINNER to ADVANCED.. at the Meshach Browning Trail system.
The course will be a 4 laps totaling about 10.5 miles; the weather will dictate the specific mix of wide cross-country trails.
If we have enough snow, the trail will be groomed for fat bikes - note tires must be 3.8"" to be considered ""fat""
Race begins at the Lion's Club Pavilion
Strava Route: 
https://www.strava.com/routes/3177828808359251004
 
Race Schedule
Saturday
(ALL DAY) Self Guided Pre-Ride Available
4pm - Guided Pre-Ride
5-8pm - Early packet pickup at 
Vagabond Taproom
. (Dinner Available)
 
Sunday
8:00am - Check In at Pavilion
9:30am - Racer Meeting at Pavilion
10:00 AM - RACE START @ Pavilion
1:00pm - Course Cut-Off
2:00pm - Awards at Pavilion
 
 
 
Fat Bike Rentals available from 
Trail Labs
 
 
 
Event Sponsors:
 
 
Snow/Weather
You ought to know by now that mother nature beats the the sound of her own drum. We have no control over snow. We do know that we will run these things come hell or high water and will have fun doing it. If you are a conditions dependent type of rider......well, you might consider just riding the trainer instead. We've raced in blizzards, sub zero temps, warm temps, and soft snow. Thats just how it goes. We make no claims or guarantees on snow conditions, and or trail conditions that are a direct result of snow temps. 
Why
The first time I borrowed a fat bike and rode it down the local cross country ski trails in the snow, a whole new world was opened up! Trail riding was fun and I could stick with it all year ‘round. And, if I could get outside and get my heart rate up, I wouldn’t have to go to the boring old gym I told myself. We put on these races as a way to introduce new people to the world of fat bikes and create a community of riders!
 
Proceeds
We are not a non-profit, but race proceeds will go towards keeping up with grooming some of our local trails, bringing fun events, and supporting new experiences. 
 
Common Questions:
What kind of bike do I need to participate??
 You must ride a fat bike at this event – 3.8"" or bigger tires. ·
What if I don’t own a fat bike?
 Trail Labs will be offering their rental fleets to reserve all winter: visit, email, or call for rental options.
Is it timed? 
The races are indeed timed and results will be posted. Awards (no prizes, no cash) will be classy and cheap.
What is the race length? 
  This will be a lap race with approximately 3-4 laps (10-12 miles) and feature the Meshach Browning Trail system. The exact course and the length of time you can expect to be out racing or riding will be based on conditions and weather on race week and race day.  
What if I am not the “racer” type? 
Not a problem – feel free to enter anyway. Think of it as a chance to ride kick ass groomed trails with new friends! ·One lap, two, or three….no big deal. 
What about the weather? 
This years races can happen in all weather. Chances are good for snow on these dates, but if there is no snow we may adjust courses as necessary. We are hardy Appalachians and will ride no matter the condition...unless it's just stupid out. Stay tuned to your email and social media as the event approaches. 
So how do I stay warm?
 Dress appropriately in layers, ready for temps that can be below zero. Watch the weather. If your feet get too cold, walk. 
Walk to the side of the groomed trails.
 If you walk on the groomed trails it screws up the surface, so be respectful and walk off the edge! . Be prepared, I don't suffer fools. ·Need more info? Come to our clinic weekend on December 2, its free so there's no excuses. 
What if I register but can’t ride??
 We will miss you but, sorry, Registration fees are non-refundable. Registration can be transferred through your bikereg profile. If 
we
 cancel the event, your entry will be refunded.","Fat Bike, Mountain Bike",-79.3528174,39.5584217
Rhino Racing Winter Series 2025 Race 1,1/12/25 0:00,1/12/25 0:00,277 Hatchville Rd,Falmouth,MA,2536,http://www.BikeReg.com/fatbikefrostyxco25,"Supported by Bikebarn Racing and SE NEMBA
 
Hosted by:  Rhino Racing
Note: Start times -subject to changes  
EVENT IS ON 01/12/25 SUNDAY. 
 Hey Everyone!!!
Rhino Here,
 You may not know me here is a little about I am an avid Mountain Biker, on SE NEMBA BOD Member, Recreational Trail Committee Trail Ambassador, New England youth Cycling Coach,Trail Builder, Event Director of Carolina Hill MTB Classic, Landmine MTB Classic Trail Designer and in charge of arrowing, Trailcare of course and other needs.  Behind the scene I put 180hrs this years past Landmine and a active member of  Friends of Wompatuck. 
All races I put on are all 100% fundraisers thanks to a tight group of volunteers. 
 
 
Rhino's Racing Winter Series 2- 2.5 miles courses with fun features, descents, climbs with challenges. Spectator friendly with many spots to watch race entertaining course. 
100% Fundraiser Race Series for SE NEMBA, Cape Cod NEMBA and Coonamassett Farms for hosting us.
Pro Category only - Medals and cash awards
Expert and Sport - Medal awards
First Race- 01/12/25 Coonamassett Farms  277 Hatchville Road East Falmouth, MA 02536
Second Race- 02/02/25 230 Webster St Webster Wilderness Marshfield,MA 02050
Third race- TBD Plymouth,MA
Still working on Third Race - Stay tuned…
 
CarolinaHillsMTBClassic@gmail.com","Mountain Bike, Fat Bike",-70.6147519,41.5514979
2025 South by Gravel MultiPass,12/14/24 0:00,1/16/25 0:00, Central Texas,Austin,TX,78701,http://www.BikeReg.com/south-by-gravel-multipass,"Welcome to the Capital City Racing's “South by Gravel” MultiPass!  This is an easy way to save big on 5 of our 6 upcoming events.  All you do is mark the 5 events that you want, pay, and save big.  No more hassles, no more worries!  Then boom, you are registered and all set for the racing and the fun!  The MultiPass option will end on 01/16/22 at midnight, so don't miss out on big savings and easy one stop registration!  See you there!",Gravel,-97.7436995,30.2711286
2025 Southwest Regional Gravity Champs-1,1/17/25 0:00,1/19/25 0:00,1027 Canyon Rd,Boulder City,NV,89005,http://www.BikeReg.com/2025-southwest-regional-gravity-champs-1,"The 2025 Winter Gravity Series starts on January 18-20 with the Southwest Regional Gravity Champs. Regional Champions will be awarded in Downhill and Super D. 
Super D  is mostly DH but can, or may include a small flat, or uphill section, will not be on the face, and slightly longer than an Enduro stage. An example of an SD run at Bootleg would be Boyscout to Girlscout and this will be a 2-run format where only your best run counts.
Race in the DH and SD for only $175
Super D registration includes Friday and Saturday shuttles.
Downhill registration includes Friday, Saturday, and Sunday shuttles.
* Open practice all day Friday for DH & Super D.
* Open practice all day on Saturday for DH.
* Open practice from 8:00 am -9:00 am on Sunday for DH.
* Super D awards on Saturday approximately 1 hour after the race ends in the race village.
* Downhill awards on S
un
day approximately 1 1/2 hours after the race ends in the race village.
* If there are less than 3 racers when there is a Pro cash purse, the cash payout no longer exists and the 1 or 2 racers receive full credit for our next race.","Mountain Bike, Special Event",-114.8377351,35.9776606
CCNS Virtual Training Camp - January,1/17/25 0:00,1/19/25 0:00, ,Middletown,CT,6457,http://www.BikeReg.com/ccns-virtual-training-camp-jan,"Can't make it to an in-person training camp this winter?  CCNS has you covered.  Join us 
for a game-changing 3-day block of tailored training on Zwift,
 webinar-style online clinics, and live coaching every morning from 9 a.m. to Noon (EDT).  We can't wait for you to connect and communicate with CCNS coaches and fellow campers as we push ourselves in a positive, team-oriented atmosphere. CCNS has vCamps running in December, January, and February.
What to Expect from vCamp
A pre-camp one-on-one goals review and power profile analysis.
A benchmark 3-day block of focused and fun training, accountability, and community. 
An in-depth discussion on training, nutrition, and racing tactics (on both e-racing + IRL racing)
Real-time coached Zwift racing guidance. 
 
 
Meet Your Coaches
 
 
 
 
Overview
While each specific day of training and your personal goals may be unique, a few things are consistent from day to day: 
9 am SHARP: Group greetings and morning core
Pre-ride Briefing... The day's goals, the route, and highlights
RIDE! The average training ride length is between 1.75-2.5 hours. 
Training ride preview for the next day
CCNS vCamp Requirement Rules
Do you need help with any of these technical challenges? We'll help!
#1:
 CCNS vCampers must be able to talk via Zoom during the training time window
.
#2: 
CCNS vCampers must be able to use a browser window (that's separate from your Zwift display) for clinics/webinars, etc. 
#3:
 Mandatory Daily Attendance: We want to help you commit to an epic week of training and take your riding to a new level. That said, a huge part of your success is being consistent - If you miss the start of any ride, you're out for the rest of the camp.  
Your First Steps
Step 1:
 Sign Up here!
Step 2:
 Schedule a call with a CCNS Coach to discuss your riding and goals 
Step 3:
 Start ""training for training camp!""
Congratulations! You’re on your way to a benchmark year on the bike!
 
Do you want to learn more? 
What will CCNS vCamp's daily training look like?  What clinic topics will be covered?  
Email us at 
vCamp@charlescoaching.com
 to receive a detailed weekly overview and get answers to any questions you may have!","Cycling Camp, Virtual",-72.6509061,41.5623178
Gravel & Wine 2025,1/18/25 0:00,1/18/25 0:00,39990 Anza Rd,Temecula,CA,92591,http://www.BikeReg.com/gravel-whine,,"Gravel, Gravel",-117.147366,33.4946353
Old Tucson 10'er,1/18/25 0:00,1/18/25 0:00, 201 Kinney Rd,Tucson,AZ,85735,http://www.BikeReg.com/oldtucson10er,"*** Be sure to keep an eye on your email to receive information on the race as the big day approaches ***
Who's registered? 
The 
Working Race Roster
 is maintained 
here
. 
https://my.raceresult.com/311887/participants","Mountain Bike, Recreational",-110.974847,32.2228765
